Instancia;Tarefas Finalizadas;Tarefas não finalizads;Trocas;Instancias de troca;Soluções Iniciais;Soluções Final;Soluções Final Real;Tempo;PTL
instanceLarge207_m=4_n=50_l=40_c=30_s=2;50,0;0,0;23,6;18,0;-78,1;-23,6;1296,4;5,8422;64,4
instanceLarge208_m=4_n=50_l=40_c=30_s=0;48,0;2,0;18,3;13,8;-114,3;-78,3;1223,7;5,777;71,4
instanceLarge209_m=4_n=50_l=40_c=30_s=1;49,0;1,0;18,3;14,6;-79,4;-48,3;1275,7;5,8199;60,4
instanceLarge210_m=4_n=50_l=40_c=30_s=2;50,0;0,0;21,7;15,6;-62,7;-21,7;1322,3;5,8635;79,4
instanceLarge211_m=4_n=50_l=40_c=30_s=0;50,0;0,0;130,5;45,0;-214,5;-130,5;919,5;4,9433;65,4
instanceLarge212_m=4_n=50_l=40_c=30_s=1;50,0;0,0;130,5;45,5;-211,6;-130,5;914,5;4,9665;74,7
instanceLarge213_m=4_n=50_l=40_c=30_s=2;50,0;0,0;133,7;45,6;-225,9;-133,7;910,3;4,9335;69,0
instanceLarge214_m=4_n=50_l=40_c=30_s=0;49,0;1,0;127,7;44,6;-241,2;-157,7;866,3;4,92;74,2
instanceLarge215_m=4_n=50_l=40_c=30_s=1;50,0;0,0;130,3;45,6;-215,4;-130,3;913,7;4,9431;79,7
instanceLarge216_m=4_n=50_l=40_c=30_s=2;49,0;1,0;128,5;44,2;-240,1;-158,5;869,5;4,9332;68,2
instanceLarge217_m=4_n=50_l=40_c=30_s=0;49,0;1,0;127,1;44,1;-239,7;-157,1;871,9;4,939;81,8
instanceLarge218_m=4_n=50_l=40_c=30_s=1;50,0;0,0;129,0;45,0;-212,2;-129,0;921,0;5,07;67,0
instanceLarge219_m=4_n=50_l=40_c=30_s=2;49,0;1,0;128,4;44,3;-240,3;-158,4;868,6;4,9389;73,5
instanceLarge220_m=4_n=50_l=40_c=30_s=0;50,0;0,0;134,2;45,7;-223,9;-134,2;908,8;4,9513;53,8
instanceLarge221_m=4_n=50_l=40_c=30_s=1;49,0;1,0;127,2;44,2;-236,3;-157,2;870,8;4,9752;79,5
instanceLarge222_m=4_n=50_l=40_c=30_s=2;50,0;0,0;138,6;45,6;-232,6;-138,6;905,4;4,9383;65,4
instanceLarge223_m=4_n=50_l=40_c=30_s=0;50,0;0,0;135,9;45,7;-227,8;-135,9;907,1;4,942;66,9
instanceLarge224_m=4_n=50_l=40_c=30_s=1;48,0;2,0;124,0;42,8;-269,3;-184,0;828,0;4,9177;66,7
instanceLarge225_m=4_n=50_l=40_c=30_s=2;50,0;0,0;135,5;45,3;-220,3;-135,5;911,5;4,9441;51,6
instanceLarge226_m=4_n=50_l=40_c=30_s=0;50,0;0,0;134,7;45,6;-226,3;-134,7;909,3;4,9464;61,7
instanceLarge227_m=4_n=50_l=40_c=30_s=1;50,0;0,0;134,0;45,3;-226,1;-134,0;913,0;4,9363;74,7
instanceLarge228_m=4_n=50_l=40_c=30_s=2;50,0;0,0;136,2;45,8;-227,6;-136,2;905,8;4,9332;78,9
instanceLarge229_m=4_n=50_l=40_c=30_s=0;50,0;0,0;129,7;45,3;-211,0;-129,7;917,3;4,9557;74,6
instanceLarge230_m=4_n=50_l=40_c=30_s=1;49,0;1,0;127,3;44,3;-239,3;-157,3;869,7;4,9502;71,0
instanceLarge231_m=4_n=50_l=40_c=30_s=2;50,0;0,0;133,8;45,6;-220,7;-133,8;910,2;5,0583;63,0
instanceLarge232_m=4_n=50_l=40_c=30_s=0;50,0;0,0;137,9;45,5;-238,9;-137,9;907,1;4,9464;76,1
instanceLarge233_m=4_n=50_l=40_c=30_s=1;50,0;0,0;130,9;45,3;-213,7;-130,9;916,1;4,9449;71,6
instanceLarge234_m=4_n=50_l=40_c=30_s=2;50,0;0,0;133,8;45,4;-218,0;-133,8;912,2;4,943;70,1
instanceLarge235_m=4_n=50_l=40_c=30_s=0;50,0;0,0;131,7;45,3;-216,8;-131,7;915,3;4,9431;76,5
instanceLarge236_m=4_n=50_l=40_c=30_s=1;50,0;0,0;129,7;45,6;-216,5;-129,7;914,3;4,9542;72,9
instanceLarge237_m=4_n=50_l=40_c=30_s=2;50,0;0,0;133,8;45,4;-227,0;-133,8;912,2;4,9495;74,7
instanceLarge238_m=4_n=50_l=40_c=30_s=0;50,0;0,0;130,7;45,0;-214,1;-130,7;919,3;4,9322;79,4
instanceLarge239_m=4_n=50_l=40_c=30_s=1;49,0;1,0;128,6;44,1;-244,7;-158,6;870,4;4,9364;84,1
instanceLarge240_m=4_n=50_l=40_c=30_s=2;50,0;0,0;134,5;45,6;-223,5;-134,5;909,5;4,9484;69,9
instanceLarge241_m=5_n=50_l=30_c=10_s=0;50,0;0,0;87,3;42,0;-157,0;-87,3;992,7;5,6452;72,8
instanceLarge242_m=5_n=50_l=30_c=10_s=1;49,0;1,0;83,5;40,9;-185,7;-113,5;947,5;5,6393;81,0
instanceLarge243_m=5_n=50_l=30_c=10_s=2;50,0;0,0;97,5;42,8;-177,3;-97,5;974,5;5,6425;88,5
instanceLarge244_m=5_n=50_l=30_c=10_s=0;47,0;3,0;83,1;38,6;-257,6;-173,1;850,9;5,6126;78,5
instanceLarge245_m=5_n=50_l=30_c=10_s=1;49,0;1,0;83,4;41,6;-178,8;-113,4;940,6;5,8227;71,4
instanceLarge246_m=5_n=50_l=30_c=10_s=2;50,0;0,0;88,6;42,4;-162,3;-88,6;987,4;5,6449;67,0
instanceLarge247_m=5_n=50_l=30_c=10_s=0;47,0;3,0;77,1;39,0;-231,9;-167,1;852,9;5,761;76,5
instanceLarge248_m=5_n=50_l=30_c=10_s=1;50,0;0,0;84,5;41,3;-150,1;-84,5;1002,5;5,6306;72,2
instanceLarge249_m=5_n=50_l=30_c=10_s=2;50,0;0,0;87,3;41,8;-152,4;-87,3;994,7;5,668;72,6
instanceLarge250_m=5_n=50_l=30_c=10_s=0;50,0;0,0;85,0;41,2;-149,4;-85,0;1003,0;5,6544;72,4
instanceLarge251_m=5_n=50_l=30_c=10_s=1;50,0;0,0;86,4;41,0;-151,9;-86,4;1003,6;5,6561;79,6
instanceLarge252_m=5_n=50_l=30_c=10_s=2;50,0;0,0;91,2;42,5;-170,5;-91,2;983,8;5,6576;61,5
instanceLarge253_m=5_n=50_l=30_c=10_s=0;50,0;0,0;86,1;42,4;-151,4;-86,1;989,9;5,658;83,1
instanceLarge254_m=5_n=50_l=30_c=10_s=1;50,0;0,0;89,3;41,2;-172,5;-89,3;998,7;5,6577;85,0
instanceLarge255_m=5_n=50_l=30_c=10_s=2;50,0;0,0;87,8;41,5;-161,4;-87,8;997,2;5,6501;70,1
instanceLarge256_m=5_n=50_l=30_c=10_s=0;49,0;1,0;83,5;40,1;-175,8;-113,5;955,5;5,6537;71,5
instanceLarge257_m=5_n=50_l=30_c=10_s=1;50,0;0,0;85,1;41,0;-147,0;-85,1;1004,9;5,6747;84,2
instanceLarge258_m=5_n=50_l=30_c=10_s=2;50,0;0,0;88,7;41,6;-166,7;-88,7;995,3;5,6589;79,3
instanceLarge259_m=5_n=50_l=30_c=10_s=0;50,0;0,0;84,0;41,0;-147,8;-84,0;1006,0;5,6318;70,3
instanceLarge260_m=5_n=50_l=30_c=10_s=1;48,0;2,0;87,6;40,4;-231,9;-147,6;888,4;5,6197;54,8
instanceLarge261_m=5_n=50_l=30_c=10_s=2;50,0;0,0;88,1;42,1;-159,1;-88,1;990,9;5,6435;88,8
instanceLarge262_m=5_n=50_l=30_c=10_s=0;50,0;0,0;83,9;42,2;-150,1;-83,9;994,1;5,625;79,3
instanceLarge263_m=5_n=50_l=30_c=10_s=1;50,0;0,0;84,2;41,6;-149,5;-84,2;999,8;5,642;72,8
instanceLarge264_m=5_n=50_l=30_c=10_s=2;50,0;0,0;90,0;42,5;-175,6;-90,0;985,0;5,6591;78,8
instanceLarge265_m=5_n=50_l=30_c=10_s=0;50,0;0,0;85,8;41,6;-150,5;-85,8;998,2;5,6494;77,1
instanceLarge266_m=5_n=50_l=30_c=10_s=1;50,0;0,0;83,7;41,4;-150,4;-83,7;1002,3;5,6291;81,6
instanceLarge267_m=5_n=50_l=30_c=10_s=2;50,0;0,0;89,2;42,3;-171,4;-89,2;987,8;5,6519;73,7
instanceLarge268_m=5_n=50_l=30_c=10_s=0;49,0;1,0;83,1;40,4;-179,1;-113,1;952,9;5,6436;64,4
instanceLarge269_m=5_n=50_l=30_c=10_s=1;49,0;1,0;86,7;41,5;-202,9;-116,7;938,3;5,6533;73,4
instanceLarge270_m=5_n=50_l=30_c=10_s=2;50,0;0,0;89,2;42,1;-172,0;-89,2;989,8;5,6432;83,8
instanceLarge271_m=5_n=50_l=30_c=20_s=0;50,0;0,0;44,9;30,5;-95,2;-44,9;1150,1;5,7659;65,5
instanceLarge272_m=5_n=50_l=30_c=20_s=1;50,0;0,0;46,0;30,9;-98,8;-46,0;1145,0;5,79;72,3
instanceLarge273_m=5_n=50_l=30_c=20_s=2;50,0;0,0;49,8;32,4;-122,2;-49,8;1126,2;5,7855;74,5
instanceLarge274_m=5_n=50_l=30_c=20_s=0;50,0;0,0;44,1;29,3;-93,8;-44,1;1162,9;5,7542;70,5
instanceLarge275_m=5_n=50_l=30_c=20_s=1;49,0;1,0;44,9;29,6;-134,6;-74,9;1099,1;5,7553;76,6
instanceLarge276_m=5_n=50_l=30_c=20_s=2;50,0;0,0;50,2;31,6;-123,8;-50,2;1133,8;5,7612;68,2
instanceLarge277_m=5_n=50_l=30_c=20_s=0;48,0;2,0;43,3;28,5;-156,3;-103,3;1051,7;5,7185;61,4
instanceLarge278_m=5_n=50_l=30_c=20_s=1;50,0;0,0;44,8;30,3;-93,6;-44,8;1152,2;5,7769;74,5
instanceLarge279_m=5_n=50_l=30_c=20_s=2;50,0;0,0;49,7;30,0;-121,1;-49,7;1150,3;5,778;62,9
instanceLarge280_m=5_n=50_l=30_c=20_s=0;49,0;1,0;46,3;29,7;-137,6;-76,3;1096,7;5,7747;70,1
instanceLarge281_m=5_n=50_l=30_c=20_s=1;50,0;0,0;45,0;30,5;-94,3;-45,0;1150,0;5,7951;52,3
instanceLarge282_m=5_n=50_l=30_c=20_s=2;50,0;0,0;47,8;30,2;-105,3;-47,8;1150,2;5,7805;48,8
instanceLarge283_m=5_n=50_l=30_c=20_s=0;50,0;0,0;45,5;29,2;-94,7;-45,5;1162,5;5,8051;67,4
instanceLarge284_m=5_n=50_l=30_c=20_s=1;49,0;1,0;45,7;29,3;-126,0;-75,7;1101,3;5,7497;63,7
instanceLarge285_m=5_n=50_l=30_c=20_s=2;50,0;0,0;47,6;30,9;-101,1;-47,6;1143,4;5,7845;69,0
instanceLarge286_m=5_n=50_l=30_c=20_s=0;50,0;0,0;47,1;30,4;-98,9;-47,1;1148,9;5,7957;62,5
instanceLarge287_m=5_n=50_l=30_c=20_s=1;50,0;0,0;44,1;29,8;-95,5;-44,1;1157,9;5,7867;69,9
instanceLarge288_m=5_n=50_l=30_c=20_s=2;50,0;0,0;49,7;30,9;-121,9;-49,7;1141,3;5,7825;76,2
instanceLarge289_m=5_n=50_l=30_c=20_s=0;50,0;0,0;46,0;29,4;-95,9;-46,0;1160,0;5,7811;70,5
instanceLarge290_m=5_n=50_l=30_c=20_s=1;50,0;0,0;44,2;29,3;-93,7;-44,2;1162,8;5,7911;64,4
instanceLarge291_m=5_n=50_l=30_c=20_s=2;50,0;0,0;46,9;31,2;-99,0;-46,9;1141,1;5,7739;64,6
instanceLarge292_m=5_n=50_l=30_c=20_s=0;50,0;0,0;46,4;31,0;-97,3;-46,4;1143,6;5,7852;69,4
instanceLarge293_m=5_n=50_l=30_c=20_s=1;50,0;0,0;46,3;29,7;-101,1;-46,3;1156,7;5,7784;78,1
instanceLarge294_m=5_n=50_l=30_c=20_s=2;50,0;0,0;47,0;31,1;-101,3;-47,0;1142,0;5,7786;69,2
instanceLarge295_m=5_n=50_l=30_c=20_s=0;49,0;1,0;47,6;30,9;-151,4;-77,6;1083,4;5,7513;71,9
instanceLarge296_m=5_n=50_l=30_c=20_s=1;49,0;1,0;45,0;29,6;-132,0;-75,0;1099,0;5,7672;75,5
instanceLarge297_m=5_n=50_l=30_c=20_s=2;50,0;0,0;51,6;33,2;-123,5;-51,6;1116,4;5,7766;63,0
instanceLarge298_m=5_n=50_l=30_c=20_s=0;49,0;1,0;44,4;30,1;-124,5;-74,4;1094,6;5,7719;67,8
instanceLarge299_m=5_n=50_l=30_c=20_s=1;49,0;1,0;44,7;29,4;-124,1;-74,7;1101,3;5,757;76,3
instanceLarge300_m=5_n=50_l=30_c=20_s=2;50,0;0,0;48,2;31,0;-108,2;-48,2;1141,8;5,7781;68,7
instanceLarge301_m=5_n=50_l=40_c=30_s=0;50,0;0,0;13,8;9,0;-50,6;-13,8;1396,2;6,4577;57,5
instanceLarge302_m=5_n=50_l=40_c=30_s=1;49,0;1,0;12,8;8,6;-78,0;-42,8;1341,2;6,4163;49,6
instanceLarge303_m=5_n=50_l=40_c=30_s=2;50,0;0,0;15,6;11,5;-69,8;-15,6;1369,4;6,4616;57,1
instanceLarge304_m=5_n=50_l=40_c=30_s=0;50,0;0,0;15,1;11,6;-63,0;-15,1;1368,9;6,4714;71,7
instanceLarge305_m=5_n=50_l=40_c=30_s=1;50,0;0,0;12,3;9,0;-46,1;-12,3;1397,7;6,4722;58,3
instanceLarge306_m=5_n=50_l=40_c=30_s=2;49,0;1,0;11,8;8,2;-75,6;-41,8;1346,2;6,4387;61,5
instanceLarge307_m=5_n=50_l=40_c=30_s=0;50,0;0,0;16,5;11,9;-75,0;-16,5;1364,5;6,4519;73,2
instanceLarge308_m=5_n=50_l=40_c=30_s=1;50,0;0,0;14,3;10,5;-62,1;-14,3;1380,7;6,4585;65,4
instanceLarge309_m=5_n=50_l=40_c=30_s=2;49,0;1,0;11,8;8,4;-74,8;-41,8;1344,2;6,4312;65,9
instanceLarge310_m=5_n=50_l=40_c=30_s=0;49,0;1,0;12,8;9,6;-78,4;-42,8;1331,2;6,4218;56,9
instanceLarge311_m=5_n=50_l=40_c=30_s=1;47,0;3,0;12,4;8,3;-159,4;-102,4;1224,6;6,3305;67,1
instanceLarge312_m=5_n=50_l=40_c=30_s=2;50,0;0,0;19,8;13,2;-72,8;-19,8;1348,2;6,473;74,1
instanceLarge313_m=5_n=50_l=40_c=30_s=0;50,0;0,0;14,3;10,1;-57,5;-14,3;1384,7;6,4732;71,2
instanceLarge314_m=5_n=50_l=40_c=30_s=1;50,0;0,0;12,2;8,3;-44,2;-12,2;1404,8;6,4486;55,8
instanceLarge315_m=5_n=50_l=40_c=30_s=2;50,0;0,0;17,3;10,7;-75,2;-17,3;1375,7;6,4641;63,5
instanceLarge316_m=5_n=50_l=40_c=30_s=0;50,0;0,0;11,8;8,5;-46,1;-11,8;1403,2;6,4704;67,3
instanceLarge317_m=5_n=50_l=40_c=30_s=1;50,0;0,0;13,7;9,5;-47,3;-13,7;1391,3;6,4647;73,1
instanceLarge318_m=5_n=50_l=40_c=30_s=2;50,0;0,0;14,9;11,0;-58,4;-14,9;1375,1;6,4804;70,6
instanceLarge319_m=5_n=50_l=40_c=30_s=0;50,0;0,0;12,0;9,2;-45,1;-12,0;1396,0;6,4725;67,3
instanceLarge320_m=5_n=50_l=40_c=30_s=1;48,0;2,0;11,8;8,3;-115,9;-71,8;1285,2;6,3828;63,5
instanceLarge321_m=5_n=50_l=40_c=30_s=2;50,0;0,0;15,1;10,6;-73,6;-15,1;1378,9;6,4683;60,7
instanceLarge322_m=5_n=50_l=40_c=30_s=0;50,0;0,0;11,6;8,0;-44,7;-11,6;1408,4;6,4654;67,8
instanceLarge323_m=5_n=50_l=40_c=30_s=1;49,0;1,0;12,4;9,5;-78,7;-42,4;1332,6;6,4331;67,2
instanceLarge324_m=5_n=50_l=40_c=30_s=2;50,0;0,0;16,1;11,5;-74,5;-16,1;1368,9;6,4748;66,5
instanceLarge325_m=5_n=50_l=40_c=30_s=0;50,0;0,0;19,6;12,9;-74,3;-19,6;1351,4;6,4409;57,9
instanceLarge326_m=5_n=50_l=40_c=30_s=1;49,0;1,0;14,0;10,1;-97,0;-44,0;1325,0;6,4161;70,2
instanceLarge327_m=5_n=50_l=40_c=30_s=2;50,0;0,0;20,1;13,6;-73,5;-20,1;1343,9;6,4384;71,9
instanceLarge328_m=5_n=50_l=40_c=30_s=0;50,0;0,0;15,6;11,3;-63,3;-15,6;1371,4;6,4647;59,1
instanceLarge329_m=5_n=50_l=40_c=30_s=1;49,0;1,0;12,9;9,6;-84,4;-42,9;1331,1;6,4228;69,3
instanceLarge330_m=5_n=50_l=40_c=30_s=2;50,0;0,0;16,3;11,4;-74,6;-16,3;1369,7;6,4752;72,1
instanceLarge331_m=5_n=50_l=40_c=30_s=0;50,0;0,0;119,0;43,1;-213,4;-119,0;950,0;5,7473;80,3
instanceLarge332_m=5_n=50_l=40_c=30_s=1;48,0;2,0;114,0;41,8;-271,5;-174,0;848,0;5,6755;64,3
instanceLarge333_m=5_n=50_l=40_c=30_s=2;50,0;0,0;125,2;44,1;-219,7;-125,2;933,8;5,717;65,7
instanceLarge334_m=5_n=50_l=40_c=30_s=0;50,0;0,0;114,3;44,1;-192,2;-114,3;944,7;5,6781;63,5
instanceLarge335_m=5_n=50_l=40_c=30_s=1;48,0;2,0;109,0;41,1;-249,8;-169,0;860,0;5,6596;70,1
instanceLarge336_m=5_n=50_l=40_c=30_s=2;50,0;0,0;121,5;44,4;-218,7;-121,5;934,5;5,6885;64,3
instanceLarge337_m=5_n=50_l=40_c=30_s=0;50,0;0,0;116,6;43,6;-197,9;-116,6;947,4;5,6976;79,0
instanceLarge338_m=5_n=50_l=40_c=30_s=1;50,0;0,0;119,4;43,8;-212,2;-119,4;942,6;5,7074;69,1
instanceLarge339_m=5_n=50_l=40_c=30_s=2;50,0;0,0;119,5;44,0;-209,5;-119,5;940,5;5,6901;65,4
instanceLarge340_m=5_n=50_l=40_c=30_s=0;50,0;0,0;115,5;43,8;-192,3;-115,5;946,5;5,699;69,3
instanceLarge341_m=5_n=50_l=40_c=30_s=1;50,0;0,0;114,5;43,5;-191,7;-114,5;950,5;5,6994;67,9
instanceLarge342_m=5_n=50_l=40_c=30_s=2;50,0;0,0;117,3;44,1;-202,8;-117,3;941,7;5,7002;67,7
instanceLarge343_m=5_n=50_l=40_c=30_s=0;50,0;0,0;123,6;43,7;-219,3;-123,6;939,4;5,6947;66,9
instanceLarge344_m=5_n=50_l=40_c=30_s=1;50,0;0,0;114,5;43,3;-191,7;-114,5;952,5;5,6926;64,4
instanceLarge345_m=5_n=50_l=40_c=30_s=2;50,0;0,0;118,5;43,9;-201,2;-118,5;942,5;5,7063;65,6
instanceLarge346_m=5_n=50_l=40_c=30_s=0;50,0;0,0;121,2;43,8;-217,9;-121,2;940,8;5,7145;73,7
instanceLarge347_m=5_n=50_l=40_c=30_s=1;50,0;0,0;116,8;43,9;-197,4;-116,8;944,2;5,7212;68,2
instanceLarge348_m=5_n=50_l=40_c=30_s=2;50,0;0,0;118,8;43,5;-209,5;-118,8;946,2;5,7193;69,0
instanceLarge349_m=5_n=50_l=40_c=30_s=0;49,0;1,0;114,7;42,9;-221,2;-144,7;896,3;5,6931;71,7
instanceLarge350_m=5_n=50_l=40_c=30_s=1;50,0;0,0;115,9;43,4;-192,6;-115,9;950,1;5,7068;77,1
instanceLarge351_m=5_n=50_l=40_c=30_s=2;50,0;0,0;118,1;44,4;-199,2;-118,1;937,9;5,7109;73,4
instanceLarge352_m=5_n=50_l=40_c=30_s=0;50,0;0,0;115,4;43,8;-189,8;-115,4;946,6;5,6925;60,0
instanceLarge353_m=5_n=50_l=40_c=30_s=1;49,0;1,0;119,7;43,1;-245,7;-149,7;889,3;5,6946;75,8
instanceLarge354_m=5_n=50_l=40_c=30_s=2;50,0;0,0;117,8;44,4;-201,7;-117,8;938,2;5,7113;67,1
instanceLarge355_m=5_n=50_l=40_c=30_s=0;50,0;0,0;116,8;43,8;-191,3;-116,8;945,2;5,707;67,6
instanceLarge356_m=5_n=50_l=40_c=30_s=1;49,0;1,0;120,3;43,5;-241,6;-150,3;884,7;5,6805;74,9
instanceLarge357_m=5_n=50_l=40_c=30_s=2;50,0;0,0;118,4;43,3;-207,3;-118,4;948,6;5,71;63,0
instanceLarge358_m=5_n=50_l=40_c=30_s=0;49,0;1,0;113,1;42,7;-221,3;-143,1;899,9;5,6651;80,0
instanceLarge359_m=5_n=50_l=40_c=30_s=1;50,0;0,0;125,9;43,9;-219,7;-125,9;935,1;5,6809;73,1
instanceLarge360_m=5_n=50_l=40_c=30_s=2;50,0;0,0;121,8;43,6;-212,1;-121,8;942,2;5,6992;78,1
instanceLarge361_m=4_n=100_l=30_c=10_s=0;100,0;0,0;134,6;80,8;-265,2;-134,6;2057,4;9,8225;93,1
instanceLarge362_m=4_n=100_l=30_c=10_s=1;96,0;4,0;134,6;77,8;-398,8;-254,6;1847,4;9,7634;89,1
instanceLarge363_m=4_n=100_l=30_c=10_s=2;100,0;0,0;137,2;81,7;-265,7;-137,2;2045,8;9,8357;90,8
instanceLarge364_m=4_n=100_l=30_c=10_s=0;100,0;0,0;136,7;82,5;-262,8;-136,7;2038,3;9,7892;89,4
instanceLarge365_m=4_n=100_l=30_c=10_s=1;99,0;1,0;140,9;82,1;-305,4;-170,9;1978,1;9,7903;88,7
instanceLarge366_m=4_n=100_l=30_c=10_s=2;99,0;1,0;137,0;81,3;-292,9;-167,0;1990,0;9,8033;90,5
instanceLarge367_m=4_n=100_l=30_c=10_s=0;100,0;0,0;135,2;83,0;-261,3;-135,2;2034,8;9,8276;90,6
instanceLarge368_m=4_n=100_l=30_c=10_s=1;100,0;0,0;144,4;82,5;-271,8;-144,4;2030,6;9,8011;89,7
instanceLarge369_m=4_n=100_l=30_c=10_s=2;100,0;0,0;142,3;82,6;-268,6;-142,3;2031,7;9,8075;86,9
instanceLarge370_m=4_n=100_l=30_c=10_s=0;100,0;0,0;137,8;81,3;-264,6;-137,8;2049,2;9,8201;89,1
instanceLarge371_m=4_n=100_l=30_c=10_s=1;100,0;0,0;135,5;80,8;-263,5;-135,5;2056,5;9,8342;91,8
instanceLarge372_m=4_n=100_l=30_c=10_s=2;100,0;0,0;141,3;83,9;-266,2;-141,3;2019,7;9,8195;94,2
instanceLarge373_m=4_n=100_l=30_c=10_s=0;100,0;0,0;136,0;82,8;-262,9;-136,0;2036,0;9,8051;88,0
instanceLarge374_m=4_n=100_l=30_c=10_s=1;99,0;1,0;143,1;82,4;-313,8;-173,1;1972,9;9,7958;90,0
instanceLarge375_m=4_n=100_l=30_c=10_s=2;100,0;0,0;147,0;83,6;-285,1;-147,0;2017,0;9,8044;90,7
instanceLarge376_m=4_n=100_l=30_c=10_s=0;100,0;0,0;136,8;81,4;-259,0;-136,8;2049,2;9,8368;90,3
instanceLarge377_m=4_n=100_l=30_c=10_s=1;100,0;0,0;142,6;82,9;-272,7;-142,6;2028,4;9,8095;90,0
instanceLarge378_m=4_n=100_l=30_c=10_s=2;100,0;0,0;144,9;83,6;-280,3;-144,9;2019,1;9,8024;91,4
instanceLarge379_m=4_n=100_l=30_c=10_s=0;100,0;0,0;136,8;82,5;-264,2;-136,8;2038,2;9,8203;87,9
instanceLarge380_m=4_n=100_l=30_c=10_s=1;100,0;0,0;136,1;81,8;-263,7;-136,1;2045,9;9,8182;91,5
instanceLarge381_m=4_n=100_l=30_c=10_s=2;100,0;0,0;142,1;83,3;-273,7;-142,1;2024,9;9,8123;87,0
instanceLarge382_m=4_n=100_l=30_c=10_s=0;97,0;3,0;134,5;80,7;-348,8;-224,5;1878,5;9,7666;90,3
instanceLarge383_m=4_n=100_l=30_c=10_s=1;98,0;2,0;134,6;79,8;-323,1;-194,6;1947,4;9,7939;90,1
instanceLarge384_m=4_n=100_l=30_c=10_s=2;100,0;0,0;145,0;84,8;-272,9;-145,0;2007,0;9,7949;86,2
instanceLarge385_m=4_n=100_l=30_c=10_s=0;100,0;0,0;137,5;82,2;-265,4;-137,5;2040,5;9,8274;91,9
instanceLarge386_m=4_n=100_l=30_c=10_s=1;99,0;1,0;146,2;84,2;-317,3;-176,2;1951,8;9,8049;92,4
instanceLarge387_m=4_n=100_l=30_c=10_s=2;100,0;0,0;139,7;83,2;-266,7;-139,7;2028,3;9,8188;91,3
instanceLarge388_m=4_n=100_l=30_c=10_s=0;100,0;0,0;138,0;82,6;-263,3;-138,0;2036,0;9,8248;89,9
instanceLarge389_m=4_n=100_l=30_c=10_s=1;100,0;0,0;136,0;82,0;-262,7;-136,0;2044,0;9,8147;91,8
instanceLarge390_m=4_n=100_l=30_c=10_s=2;100,0;0,0;144,6;81,8;-277,5;-144,6;2037,4;9,8112;85,6
instanceLarge391_m=4_n=100_l=30_c=20_s=0;98,0;2,0;177,5;85,9;-405,1;-237,5;1843,5;9,8867;91,0
instanceLarge392_m=4_n=100_l=30_c=20_s=1;100,0;0,0;176,1;87,4;-329,6;-176,1;1949,9;9,8896;85,3
instanceLarge393_m=4_n=100_l=30_c=20_s=2;100,0;0,0;189,9;90,0;-348,1;-189,9;1910,1;9,8854;82,7
instanceLarge394_m=4_n=100_l=30_c=20_s=0;99,0;1,0;182,1;86,9;-365,9;-212,1;1888,9;9,8863;91,0
instanceLarge395_m=4_n=100_l=30_c=20_s=1;99,0;1,0;182,0;87,3;-366,9;-212,0;1885,0;9,8886;93,2
instanceLarge396_m=4_n=100_l=30_c=20_s=2;100,0;0,0;184,8;89,4;-335,3;-184,8;1921,2;9,9013;89,9
instanceLarge397_m=4_n=100_l=30_c=20_s=0;100,0;0,0;176,8;88,6;-332,0;-176,8;1937,2;9,9135;89,4
instanceLarge398_m=4_n=100_l=30_c=20_s=1;100,0;0,0;177,9;87,7;-332,2;-177,9;1945,1;9,8919;89,2
instanceLarge399_m=4_n=100_l=30_c=20_s=2;100,0;0,0;177,8;88,0;-330,6;-177,8;1942,2;9,8898;90,2
instanceLarge400_m=4_n=100_l=30_c=20_s=0;99,0;1,0;179,5;87,4;-361,6;-209,5;1886,5;9,9126;82,4
instanceLarge401_m=4_n=100_l=30_c=20_s=1;98,0;2,0;175,7;86,2;-385,0;-235,7;1842,3;9,8866;88,9
instanceLarge402_m=4_n=100_l=30_c=20_s=2;100,0;0,0;182,1;87,9;-330,3;-182,1;1938,9;9,9052;93,5
instanceLarge403_m=4_n=100_l=30_c=20_s=0;100,0;0,0;179,9;87,7;-328,8;-179,9;1943,1;9,8884;85,3
instanceLarge404_m=4_n=100_l=30_c=20_s=1;100,0;0,0;189,2;89,8;-349,3;-189,2;1912,8;9,8707;93,0
instanceLarge405_m=4_n=100_l=30_c=20_s=2;100,0;0,0;183,8;89,1;-338,9;-183,8;1925,2;9,9079;93,2
instanceLarge406_m=4_n=100_l=30_c=20_s=0;99,0;1,0;177,1;86,0;-355,7;-207,1;1902,9;9,8838;88,1
instanceLarge407_m=4_n=100_l=30_c=20_s=1;100,0;0,0;184,0;87,5;-335,0;-184,0;1941,0;9,8935;92,1
instanceLarge408_m=4_n=100_l=30_c=20_s=2;99,0;1,0;177,8;85,9;-358,8;-207,8;1903,2;9,8862;94,3
instanceLarge409_m=4_n=100_l=30_c=20_s=0;99,0;1,0;177,3;87,6;-359,7;-207,3;1886,7;9,8894;88,2
instanceLarge410_m=4_n=100_l=30_c=20_s=1;100,0;0,0;177,9;87,6;-330,6;-177,9;1946,1;9,8797;89,6
instanceLarge411_m=4_n=100_l=30_c=20_s=2;100,0;0,0;178,4;87,7;-332,2;-178,4;1944,6;9,8869;93,2
instanceLarge412_m=4_n=100_l=30_c=20_s=0;100,0;0,0;183,8;89,3;-335,4;-183,8;1923,2;9,9026;90,0
